6207	1,0,0.000070,0.000000
62163	1,0,0.000070,0.000000
62413	1,0,0.000070,0.000000
630	1,0,0.000070,0.000000
6396	1,0,0.000070,0.000000
64	0,1,0.000000,0.000053
642	1,0,0.000070,0.000000
645	2,0,0.000140,0.000000
64610	2,0,0.000140,0.000000
6484	0,1,0.000000,0.000053
66	0,1,0.000000,0.000053
6614102	0,1,0.000000,0.000053
67	0,2,0.000000,0.000106
674	1,0,0.000070,0.000000
6761	1,0,0.000070,0.000000
68	1,0,0.000070,0.000000
69	0,1,0.000000,0.000053
6902	0,1,0.000000,0.000053
69545	1,0,0.000070,0.000000
6992	2,0,0.000140,0.000000
7	12,20,0.000838,0.001059
70	0,1,0.000000,0.000053
700	0,3,0.000000,0.000159
703	1,0,0.000070,0.000000
706	2,0,0.000140,0.000000
71	0,1,0.000000,0.000053
713	6,0,0.000419,0.000000
7168	0,1,0.000000,0.000053
7247	1,0,0.000070,0.000000
7268	3,0,0.000210,0.000000
731	0,1,0.000000,0.000053
735670	1,0,0.000070,0.000000
7358	0,2,0.000000,0.000106
738	1,0,0.000070,0.000000
7394	1,0,0.000070,0.000000
74949	1,0,0.000070,0.000000
75	1,4,0.000070,0.000212
7517	0,1,0.000000,0.000053
7578	1,0,0.000070,0.000000
76	0,1,0.000000,0.000053
763	0,1,0.000000,0.000053
7675213911	0,1,0.000000,0.000053
77	1,0,0.000070,0.000000
77056	2,0,0.000140,0.000000
78	0,2,0.000000,0.000106
783019	0,1,0.000000,0.000053
783518	0,1,0.000000,0.000053
7877	0,6,0.000000,0.000318
789118270	1,0,0.000070,0.000000
793	1,0,0.000070,0.000000
8	15,13,0.001048,0.000688
80	0,5,0.000000,0.000265
800	3,0,0.000210,0.000000
802	0,1,0.000000,0.000053
8038	1,0,0.000070,0.000000
81	1,1,0.000070,0.000053
816	2,0,0.000140,0.000000
82	0,1,0.000000,0.000053
825854664	1,0,0.000070,0.000000
840	1,0,0.000070,0.000000
8434	0,1,0.000000,0.000053
847	1,0,0.000070,0.000000
8507	0,1,0.000000,0.000053
8561513507	0,1,0.000000,0.000053
869279893	1,0,0.000070,0.000000
87	0,3,0.000000,0.000159
877	0,3,0.000000,0.000159
878	1,0,0.000070,0.000000
8859	0,10,0.000000,0.000529
888	0,5,0.000000,0.000265
89	0,1,0.000000,0.000053
8901	0,1,0.000000,0.000053
8919	0,1,0.000000,0.000053
893	0,1,0.000000,0.000053
9	31,10,0.002165,0.000529
90	2,1,0.000140,0.000053
900	0,1,0.000000,0.000053
908	1,0,0.000070,0.000000
9100	0,1,0.000000,0.000053
92	0,1,0.000000,0.000053
9213	1,0,0.000070,0.000000
9237	1,0,0.000070,0.000000
925	2,0,0.000140,0.000000
928976257	1,0,0.000070,0.000000
9291	1,0,0.000070,0.000000
932	0,2,0.000000,0.000106
9381	0,1,0.000000,0.000053
94105	1,0,0.000070,0.000000
9434	2,0,0.000140,0.000000
944	1,0,0.000070,0.000000
9489	0,1,0.000000,0.000053
95	0,15,0.000000,0.000794
95394	1,0,0.000070,0.000000
96	0,1,0.000000,0.000053
96006681	1,0,0.000070,0.000000
9610	1,0,0.000070,0.000000
964	2,0,0.000140,0.000000
9643	2,0,0.000140,0.000000
965	0,1,0.000000,0.000053
97	0,1,0.000000,0.000053
973	2,0,0.000140,0.000000
98	0,1,0.000000,0.000053
982	1,0,0.000070,0.000000
986782	1,0,0.000070,0.000000
99	55,9,0.003842,0.000477
999	2,1,0.000140,0.000053
ClassPriors	56,44,0.560000,0.440000
a	196,347,0.013691,0.018372
ab	5,0,0.000349,0.000000
abidjan	0,2,0.000000,0.000106
ability	0,2,0.000000,0.000106
able	3,11,0.000210,0.000582
abn	0,1,0.000000,0.000053
about	9,43,0.000629,0.002277
above	3,8,0.000210,0.000424
absent	1,0,0.000070,0.000000
absenteeism	0,1,0.000000,0.000053
absolute	0,2,0.000000,0.000106
absolutely	0,1,0.000000,0.000053
absorb	0,1,0.000000,0.000053
abuse	0,2,0.000000,0.000106
abused	0,1,0.000000,0.000053
acce	0,1,0.000000,0.000053
accelerate	0,1,0.000000,0.000053
accelerated	0,1,0.000000,0.000053
accept	0,3,0.000000,0.000159
acceptable	0,1,0.000000,0.000053
accepted	0,1,0.000000,0.000053
accepting	0,2,0.000000,0.000106
accepts	1,0,0.000070,0.000000
access	2,10,0.000140,0.000529
accomodate	4,0,0.000279,0.000000
accomodates	1,0,0.000070,0.000000
accompanied	1,0,0.000070,0.000000
according	1,1,0.000070,0.000053
accordingly	0,1,0.000000,0.000053
account	16,20,0.001118,0.001059
accountability	0,1,0.000000,0.000053
accounting	5,0,0.000349,0.000000
accounts	0,1,0.000000,0.000053
accrual	2,0,0.000140,0.000000
accurate	1,0,0.000070,0.000000
aches	0,1,0.000000,0.000053
achieve	1,0,0.000070,0.000000
achieved	1,0,0.000070,0.000000
acid	0,1,0.000000,0.000053
acquire	1,0,0.000070,0.000000
acquisition	0,1,0.000000,0.000053
acrobaat	0,1,0.000000,0.000053
acrobat	0,1,0.000000,0.000053
across	5,5,0.000349,0.000265
act	2,5,0.000140,0.000265
action	0,1,0.000000,0.000053
activate	0,4,0.000000,0.000212
active	1,0,0.000070,0.000000
activists	1,0,0.000070,0.000000
activities	10,0,0.000699,0.000000
actor	0,1,0.000000,0.000053
actress	0,1,0.000000,0.000053
actual	1,3,0.000070,0.000159
actually	0,2,0.000000,0.000106
ad	0,31,0.000000,0.001641
adage	0,1,0.000000,0.000053
adams	0,1,0.000000,0.000053
adapted	0,1,0.000000,0.000053
add	2,10,0.000140,0.000529
added	0,2,0.000000,0.000106
adding	0,2,0.000000,0.000106
addition	5,0,0.000349,0.000000
additional	13,0,0.000908,0.000000
additionally	1,1,0.000070,0.000053
address	1,26,0.000070,0.001377
addressed	1,0,0.000070,0.000000
addresses	1,4,0.000070,0.000212
addressing	1,0,0.000070,0.000000
addtional	1,0,0.000070,0.000000
adequately	0,1,0.000000,0.000053
adhesion	0,1,0.000000,0.000053
adm	1,0,0.000070,0.000000
admin	0,1,0.000000,0.000053
adminder	0,2,0.000000,0.000106
administration	3,0,0.000210,0.000000
admitted	1,0,0.000070,0.000000
admixture	0,1,0.000000,0.000053
adobe	0,12,0.000000,0.000635
adobee	0,1,0.000000,0.000053
adolescent	0,1,0.000000,0.000053
adr	1,0,0.000070,0.000000
adrianbold	0,2,0.000000,0.000106
ads	0,5,0.000000,0.000265
adult	0,3,0.000000,0.000159
adv	0,1,0.000000,0.000053
advance	4,0,0.000279,0.000000
advanced	0,1,0.000000,0.000053
advantage	1,0,0.000070,0.000000
advantages	0,1,0.000000,0.000053
advertise	0,2,0.000000,0.000106
advertised	0,1,0.000000,0.000053
advertisement	0,4,0.000000,0.000212
advertisements	0,1,0.000000,0.000053
advertising	0,7,0.000000,0.000371
advertisments	0,1,0.000000,0.000053
advice	1,3,0.000070,0.000159
advise	2,0,0.000140,0.000000
advises	1,0,0.000070,0.000000
advocate	1,0,0.000070,0.000000
advocates	1,0,0.000070,0.000000
advs	0,1,0.000000,0.000053
aec	2,0,0.000140,0.000000
aeopublishing	0,29,0.000000,0.001535
afeee	0,1,0.000000,0.000053
aff	0,1,0.000000,0.000053
affairs	1,0,0.000070,0.000000
affect	0,2,0.000000,0.000106
affectate	0,1,0.000000,0.000053
affiliate	0,2,0.000000,0.000106
affiliates	0,6,0.000000,0.000318
afford	0,1,0.000000,0.000053
afirst	0,1,0.000000,0.000053
afraid	1,3,0.000070,0.000159
africa	0,10,0.000000,0.000529
after	5,14,0.000349,0.000741
afternoon	3,1,0.000210,0.000053
again	7,5,0.000489,0.000265
against	5,1,0.000349,0.000053
age	0,5,0.000000,0.000265
agendas	1,0,0.000070,0.000000
agent	0,3,0.000000,0.000159
aggressive	0,1,0.000000,0.000053
aggressively	2,1,0.000140,0.000053
ago	0,1,0.000000,0.000053
agonizing	0,1,0.000000,0.000053
agouti	0,1,0.000000,0.000053
agree	1,2,0.000070,0.000106
agreed	2,0,0.000140,0.000000
agreeing	1,0,0.000070,0.000000
agreement	12,4,0.000838,0.000212
agreements	3,0,0.000210,0.000000
ague	0,1,0.000000,0.000053
ah	1,0,0.000070,0.000000
ahead	0,1,0.000000,0.000053
aid	0,1,0.000000,0.000053
aids	1,0,0.000070,0.000000
air	3,3,0.000210,0.000159
airport	2,0,0.000140,0.000000
airs	0,1,0.000000,0.000053
aka	0,1,0.000000,0.000053
akkabay	0,4,0.000000,0.000212
al	0,2,0.000000,0.000106
albuquerque	2,0,0.000140,0.000000
alertness	0,1,0.000000,0.000053
alex	4,0,0.000279,0.000000
alexios	1,0,0.000070,0.000000
alhaji	0,2,0.000000,0.000106
all	36,75,0.002515,0.003971
allay	0,1,0.000000,0.000053
allen	4,1,0.000279,0.000053
alleviates	0,1,0.000000,0.000053
alli	1,0,0.000070,0.000000
allocate	1,0,0.000070,0.000000
allocated	2,0,0.000140,0.000000
allocating	2,0,0.000140,0.000000
allocation	6,0,0.000419,0.000000
allocations	4,0,0.000279,0.000000
allow	7,5,0.000489,0.000265
allows	2,1,0.000140,0.000053
almost	0,3,0.000000,0.000159
alone	0,2,0.000000,0.000106
along	0,4,0.000000,0.000212
alpra	0,2,0.000000,0.000106
already	8,5,0.000559,0.000265
alsdorf	0,1,0.000000,0.000053
also	28,28,0.001956,0.001483
alternative	0,1,0.000000,0.000053
alternatively	0,1,0.000000,0.000053
although	2,1,0.000140,0.000053
altra	1,0,0.000070,0.000000
alum	0,1,0.000000,0.000053
always	0,10,0.000000,0.000529
am	67,19,0.004680,0.001006
amadol	0,2,0.000000,0.000106
amazed	0,1,0.000000,0.000053
amb	0,2,0.000000,0.000106
ambien	0,2,0.000000,0.000106
ambrose	0,1,0.000000,0.000053
amended	1,0,0.000070,0.000000
americ	0,2,0.000000,0.000106
america	14,1,0.000978,0.000053
american	0,2,0.000000,0.000106
amex	0,1,0.000000,0.000053
ami	1,0,0.000070,0.000000
amiable	0,1,0.000000,0.000053
amigo	0,1,0.000000,0.000053
amitava	4,0,0.000279,0.000000
among	4,3,0.000279,0.000159
amortize	4,0,0.000279,0.000000
amount	4,3,0.000279,0.000159
amounts	0,2,0.000000,0.000106
amsterdam	0,1,0.000000,0.000053
amy	0,2,0.000000,0.000106
an	30,47,0.002096,0.002488
anabel	1,0,0.000070,0.000000
anal	0,1,0.000000,0.000053
analyses	1,0,0.000070,0.000000
analysis	3,0,0.000210,0.000000
analyst	1,1,0.000070,0.000053
analyze	0,1,0.000000,0.000053
ancillary	0,2,0.000000,0.000106
and	278,392,0.019419,0.020755
andorra	0,1,0.000000,0.000053
andrea	3,0,0.000210,0.000000
angelova	4,0,0.000279,0.000000
angels	0,2,0.000000,0.000106
angrily	0,1,0.000000,0.000053
angry	1,0,0.000070,0.000000
anheuser	0,1,0.000000,0.000053
anita	2,0,0.000140,0.000000
annals	0,1,0.000000,0.000053
annie	0,2,0.000000,0.000106
announcement	1,6,0.000070,0.000318
announcements	3,1,0.000210,0.000053
annoy	0,1,0.000000,0.000053
annoying	1,0,0.000070,0.000000
annuallouy	0,1,0.000000,0.000053
anonymise	0,1,0.000000,0.000053
anonymizer	0,1,0.000000,0.000053
anonymously	0,1,0.000000,0.000053
another	6,9,0.000419,0.000477
answer	0,7,0.000000,0.000371
answered	0,1,0.000000,0.000053
answering	0,3,0.000000,0.000159
answers	0,7,0.000000,0.000371
ante	0,1,0.000000,0.000053
anticipate	1,0,0.000070,0.000000
antivirus	0,1,0.000000,0.000053
antoine	1,0,0.000070,0.000000
any	36,41,0.002515,0.002171
anyare	0,1,0.000000,0.000053
anybody	0,1,0.000000,0.000053
anyhow	4,1,0.000279,0.000053
anyone	2,5,0.000140,0.000265
anything	4,7,0.000279,0.000371
anyway	1,1,0.000070,0.000053
anywhere	0,3,0.000000,0.000159
anz	0,2,0.000000,0.000106
aol	2,4,0.000140,0.000212
apachi	1,0,0.000070,0.000000
apart	0,2,0.000000,0.000106
apex	0,1,0.000000,0.000053
aphrodite	0,1,0.000000,0.000053
apoligize	2,0,0.000140,0.000000
apollo	1,0,0.000070,0.000000
apologies	1,1,0.000070,0.000053
apologize	2,1,0.000140,0.000053
apparently	1,1,0.000070,0.000053
appeals	0,4,0.000000,0.000212
appear	5,2,0.000349,0.000106
appearance	1,1,0.000070,0.000053
appears	3,0,0.000210,0.000000
appellate	1,0,0.000070,0.000000
appetite	0,2,0.000000,0.000106
application	0,4,0.000000,0.000212
applied	5,0,0.000349,0.000000
apply	1,3,0.000070,0.000159
appreciate	2,0,0.000140,0.000000
appreciated	0,1,0.000000,0.000053
appreciation	2,0,0.000140,0.000000
approach	1,1,0.000070,0.000053
appropriate	3,0,0.000210,0.000000
approval	0,1,0.000000,0.000053
approved	1,5,0.000070,0.000265
approximately	4,0,0.000279,0.000000
aqmd	2,0,0.000140,0.000000
aqoj	0,1,0.000000,0.000053
arbitrage	4,0,0.000279,0.000000
architect	0,1,0.000000,0.000053
archive	0,1,0.000000,0.000053
arcy	7,0,0.000489,0.000000
are	62,107,0.004331,0.005665
area	1,3,0.000070,0.000159
areas	2,1,0.000140,0.000053
aren	0,3,0.000000,0.000159
argentine	4,0,0.000279,0.000000
argue	1,0,0.000070,0.000000
argument	2,0,0.000140,0.000000
arizona	1,0,0.000070,0.000000
ark	0,1,0.000000,0.000053
arlene	0,2,0.000000,0.000106
arm	1,0,0.000070,0.000000
armstrong	2,0,0.000140,0.000000
around	4,2,0.000279,0.000106
arousing	0,1,0.000000,0.000053
arrange	3,2,0.000210,0.000106
arranged	0,1,0.000000,0.000053
arrangement	2,0,0.000140,0.000000
arrangements	0,3,0.000000,0.000159
arrest	0,4,0.000000,0.000212
arrested	0,1,0.000000,0.000053
arrival	1,0,0.000070,0.000000
art	0,2,0.000000,0.000106
arthur	0,1,0.000000,0.000053
article	0,3,0.000000,0.000159
articles	0,2,0.000000,0.000106
as	69,69,0.004820,0.003653
asap	1,0,0.000070,0.000000
ascii	0,1,0.000000,0.000053
ashburton	0,3,0.000000,0.000159
asia	0,1,0.000000,0.000053
aside	0,4,0.000000,0.000212
ask	2,7,0.000140,0.000371
asked	2,1,0.000140,0.000053
asking	5,5,0.000349,0.000265
asks	0,1,0.000000,0.000053
aspermont	0,3,0.000000,0.000159
assault	0,1,0.000000,0.000053
assay	0,1,0.000000,0.000053
assays	0,1,0.000000,0.000053
assembly	2,0,0.000140,0.000000
assemblyman	3,0,0.000210,0.000000
asset	1,0,0.000070,0.000000
assets	13,1,0.000908,0.000053
assignment	1,0,0.000070,0.000000
assist	0,7,0.000000,0.000371
assistance	2,8,0.000140,0.000424
assistant	2,0,0.000140,0.000000
associate	1,2,0.000070,0.000106
associated	2,2,0.000140,0.000106
association	2,1,0.000140,0.000053
assortment	0,1,0.000000,0.000053
assume	1,0,0.000070,0.000000
assuming	1,0,0.000070,0.000000
assumption	1,0,0.000070,0.000000
assure	4,0,0.000279,0.000000
asthma	0,1,0.000000,0.000053
at	63,83,0.004401,0.004395
ate	1,2,0.000070,0.000106
ativan	0,1,0.000000,0.000053
atop	0,1,0.000000,0.000053
atreus	0,1,0.000000,0.000053
attached	7,1,0.000489,0.000053
attack	1,0,0.000070,0.000000
attacked	1,0,0.000070,0.000000
attatched	2,0,0.000140,0.000000
attempt	2,0,0.000140,0.000000
attend	6,1,0.000419,0.000053
attendance	2,0,0.000140,0.000000
attended	0,1,0.000000,0.000053
attendees	2,0,0.000140,0.000000
attending	1,0,0.000070,0.000000
attention	0,3,0.000000,0.000159
attest	1,0,0.000070,0.000000
attitudinal	0,1,0.000000,0.000053
attl	1,0,0.000070,0.000000
attn	0,2,0.000000,0.000106
attractive	1,1,0.000070,0.000053
attributable	0,1,0.000000,0.000053
audience	2,8,0.000140,0.000424
audio	0,2,0.000000,0.000106
audit	3,0,0.000210,0.000000
auditor	0,1,0.000000,0.000053
august	0,1,0.000000,0.000053
australia	3,7,0.000210,0.000371
australian	0,3,0.000000,0.000159
australiasds	0,1,0.000000,0.000053
authenticity	0,1,0.000000,0.000053
author	0,4,0.000000,0.000212
authorities	0,1,0.000000,0.000053
authority	1,0,0.000070,0.000000
authorized	0,1,0.000000,0.000053
authors	0,1,0.000000,0.000053
automated	0,2,0.000000,0.000106
automatically	1,6,0.000070,0.000318
automobile	0,1,0.000000,0.000053
availability	0,2,0.000000,0.000106
available	14,9,0.000978,0.000477
average	0,4,0.000000,0.000212
aviation	1,0,0.000070,0.000000
avoid	3,7,0.000210,0.000371
avoided	1,0,0.000070,0.000000
await	0,4,0.000000,0.000212
awaking	0,1,0.000000,0.000053
award	0,1,0.000000,0.000053
aware	1,0,0.000070,0.000000
away	4,5,0.000279,0.000265
awesome	1,0,0.000070,0.000000
ax	0,2,0.000000,0.000106
axe	0,1,0.000000,0.000053
axel	2,0,0.000140,0.000000
ay	0,1,0.000000,0.000053
azepam	0,2,0.000000,0.000106
azurix	10,0,0.000699,0.000000
b	13,3,0.000908,0.000159
baby	0,2,0.000000,0.000106
baccarat	0,1,0.000000,0.000053
bachelors	0,1,0.000000,0.000053
back	8,18,0.000559,0.000953
backed	1,0,0.000070,0.000000
background	2,7,0.000140,0.000371
backgrounds	0,1,0.000000,0.000053
backup	2,0,0.000140,0.000000
bacon	0,1,0.000000,0.000053
bacterial	0,1,0.000000,0.000053
bad	2,3,0.000140,0.000159
bade	0,1,0.000000,0.000053
baggage	0,1,0.000000,0.000053
bail	9,0,0.000629,0.000000
bailout	8,0,0.000559,0.000000
balance	0,1,0.000000,0.000053
ballot	0,1,0.000000,0.000053
banging	0,1,0.000000,0.000053
bank	0,7,0.000000,0.000371
banked	0,1,0.000000,0.000053
banker	3,0,0.000210,0.000000
banking	4,0,0.000279,0.000000
bankruptcy	18,2,0.001257,0.000106
banks	0,1,0.000000,0.000053
bannerco	0,4,0.000000,0.000212
banners	0,1,0.000000,0.000053
bannersgomlm	0,8,0.000000,0.000424
bar	0,1,0.000000,0.000053
bareback	0,1,0.000000,0.000053
barely	0,1,0.000000,0.000053
bargaain	0,1,0.000000,0.000053
barnard	1,0,0.000070,0.000000
barney	3,0,0.000210,0.000000
barraged	0,1,0.000000,0.000053
barrier	0,2,0.000000,0.000106
barrow	1,0,0.000070,0.000000
base	0,4,0.000000,0.000212
based	7,8,0.000489,0.000424
basically	0,1,0.000000,0.000053
basis	1,4,0.000070,0.000212
baskets	5,0,0.000349,0.000000
batch	0,3,0.000000,0.000159
bauxite	0,1,0.000000,0.000053
bawled	0,1,0.000000,0.000053
bazzd	0,1,0.000000,0.000053
bc	1,0,0.000070,0.000000
bcli	1,0,0.000070,0.000000
bd	0,7,0.000000,0.000371
bdf	0,1,0.000000,0.000053
be	107,115,0.007474,0.006089
beale	1,0,0.000070,0.000000
beans	0,1,0.000000,0.000053
bear	2,2,0.000140,0.000106
beard	0,1,0.000000,0.000053
beca	0,1,0.000000,0.000053
became	0,4,0.000000,0.000212
because	4,15,0.000279,0.000794
beck	4,1,0.000279,0.000053
become	0,6,0.000000,0.000318
bed	0,1,0.000000,0.000053
bedfellow	0,1,0.000000,0.000053
beds	0,3,0.000000,0.000159
been	30,22,0.002096,0.001165
beers	1,0,0.000070,0.000000
beetcn	0,1,0.000000,0.000053
before	8,15,0.000559,0.000794
began	2,4,0.000140,0.000212
begin	0,5,0.000000,0.000265
beginning	1,3,0.000070,0.000159
begins	1,1,0.000070,0.000053
behalf	1,0,0.000070,0.000000
being	10,4,0.000699,0.000212
belgium	0,1,0.000000,0.000053
believable	0,2,0.000000,0.000106
believe	7,7,0.000489,0.000371
believed	2,0,0.000140,0.000000
believes	1,0,0.000070,0.000000
believing	0,1,0.000000,0.000053
belong	0,1,0.000000,0.000053
belonged	0,1,0.000000,0.000053
belongs	0,2,0.000000,0.000106
below	7,9,0.000489,0.000477
benchmarks	3,0,0.000210,0.000000
bendickson	0,2,0.000000,0.000106
benedicta	0,2,0.000000,0.000106
beneficiary	0,1,0.000000,0.000053
benefit	2,8,0.000140,0.000424
benefits	3,8,0.000210,0.000424
